144,Trisakti - Banjarmasin,Trisakti - Banjarmasin,34,2,-3.32747700,114.55819500,0,0000-00-00 00:00:00,1,2016-09-15 12:53:04,15
151,Gresik - Jawa Timur,Gresik - Jawa Timur,9,2,-7.15537846,112.66200542,1,0000-00-00 00:00:00,1,2015-07-18 16:44:50,1
152,Pasuruan - Jawa Timur,Pasuruan - Jawa Timur,9,2,-7.62269700,112.92194200,0,0000-00-00 00:00:00,1,2016-04-30 07:53:46,15
153,Panarukan - Situbondao,Panarukan - Situbondao,9,2,-7.68925000,113.92233700,0,0000-00-00 00:00:00,1,2016-04-30 07:53:05,15
154,Kalianget - Madura,Kalianget - Madura,9,2,-7.05850900,113.94209300,1,0000-00-00 00:00:00,1,2015-12-09 06:19:20,15
155,BAWEAN,BAWEAN,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-03 14:00:17,1
156,TELAGABIRU,TELAGABIRU,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-09 06:16:59,1
157,BRANTA,BRANTA,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-09 06:17:04,1
158,SAPUDI,SAPUDI,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-09 06:17:01,1
159,KALBUT,KALBUT,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-09 06:17:06,1
160,MASALEMBU,MASALEMBU,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-09 06:17:09,1
161,BRONDONG,BRONDONG,9,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-11-18 17:00:12,1
162,Tanjung Tembaga - Probolinggo,Tanjung Tembaga - Probolinggo,9,2,-7.71756206,113.22330594,0,0000-00-00 00:00:00,1,2016-04-30 07:53:21,15
163,TANJUNG WANGI,TANJUNG WANGI,31,2,-8.12764576,114.40361739,0,0000-00-00 00:00:00,1,2015-12-03 21:10:20,15
164,ASDP Ketapang - Banyuwangi,ASDP Ketapang - Banyuwangi,31,3,-8.14347887,114.40148376,0,0000-00-00 00:00:00,1,2016-04-30 08:19:18,15
165,Benoa - Bali,Benoa - Bali,31,1,-8.74817785,115.21384763,1,0000-00-00 00:00:00,1,2015-12-13 23:55:13,15
167,Padangbai - Bali,Padangbai - Bali,31,3,-8.53424200,115.50933500,1,0000-00-00 00:00:00,1,2018-07-27 15:38:18,1
168,Celukan Bawang - Bali,Celukan Bawang - Bali,31,2,-8.18903300,114.83521100,1,0000-00-00 00:00:00,1,2018-07-27 10:13:36,1
169,Nusa Penida - Bali,Nusa Penida - Bali,31,3,-8.67161900,115.55323300,0,0000-00-00 00:00:00,1,2015-12-03 21:10:00,1
170,ASDP Gilimanuk,ASDP Gilimanuk,31,3,-8.16093300,114.43693200,1,0000-00-00 00:00:00,1,2016-04-30 08:18:48,15
172,Lembar - Lombok,Lembar - Lombok,31,3,-8.73154157,116.07712462,1,0000-00-00 00:00:00,1,2018-07-27 15:38:38,15
173,Bima - NTB,Bima - NTB,31,2,-8.44679090,118.71123626,0,0000-00-00 00:00:00,1,2015-12-03 21:10:04,15
182,Labuan Bajo - NTB,Labuan Bajo - NTB,31,2,-8.49493945,119.87450525,0,0000-00-00 00:00:00,1,2015-12-03 21:10:06,15
183,Baranusa - Alor,Baranusa - Alor,10,2,-8.36294867,124.09744167,0,0000-00-00 00:00:00,1,2015-12-02 10:05:54,15
184,Waikelo - Sumba,Waikelo - Sumba,10,3,-9.38891500,119.22021500,0,0000-00-00 00:00:00,1,2015-11-30 18:39:21,1
185,Seba / Sabu - Sawu,Seba / Sabu - Sawu,10,2,-10.48890000,121.83719700,0,0000-00-00 00:00:00,1,2015-12-08 13:52:47,1
186,Baa / Rote,Baa / Rote,10,2,-10.72498400,123.04518900,1,0000-00-00 00:00:00,1,2015-07-22 11:48:45,1
187,ATAPUPU,ATAPUPU,10,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-02 10:06:03,1
188,Kalabahi - Alor,Kalabahi - Alor,10,2,-8.22217600,124.51175000,0,0000-00-00 00:00:00,1,2015-12-08 13:52:49,1
189,Waingapu - Sumba,Waingapu - Sumba,10,2,-9.64008300,120.25363000,0,0000-00-00 00:00:00,1,2015-12-08 13:52:51,1
190,Ende - NTT,Ende - NTT,10,2,-8.84462400,121.64188500,0,0000-00-00 00:00:00,1,2015-12-08 13:52:53,1
191,Larantuka - NTT,Larantuka - NTT,10,2,-8.34230900,122.99005800,0,0000-00-00 00:00:00,1,2015-12-08 13:52:55,1
193,Semayang - Balikpapan,Semayang - Balikpapan,34,1,-1.27352600,116.80517700,1,0000-00-00 00:00:00,1,2016-05-04 23:20:50,15
194,Samarinda,Samarinda,34,2,-0.50858000,117.15435200,1,0000-00-00 00:00:00,1,2016-04-30 08:24:23,15
195,Juwata Laut - Tarakan,Juwata Laut - Tarakan,11,3,3.43387488,117.54047938,1,0000-00-00 00:00:00,1,2016-09-23 12:58:41,15
196,TANJUNG LAUT,TANJUNG LAUT,34,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-11-10 07:25:10,1
197,TANAH GROGOT,TANAH GROGOT,34,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-11-10 07:40:42,1
198,Tanjung Santan,Tanjung Santan,34,2,0.03338920,117.53464771,1,0000-00-00 00:00:00,1,2016-04-30 08:24:59,15
199,Sangkuliran - Kutai,Sangkuliran - Kutai,34,2,0.98657600,117.98810100,1,0000-00-00 00:00:00,1,2015-12-04 09:29:26,15
200,Lok Tuan - Bontang,Lok Tuan - Bontang,34,2,0.16343115,117.48846747,1,0000-00-00 00:00:00,1,2015-12-04 09:31:14,15
201,SAMBOJA,SAMBOJA,34,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-11-10 07:32:10,1
205,Belang-Belang,Belang-Belang,12,2,-2.47372600,119.12680500,0,0000-00-00 00:00:00,1,2016-04-30 08:01:02,15
207,Pare-pare - Sulawesi Selatan,Pare-pare - Sulawesi Selatan,12,2,-4.00312500,119.61965900,1,0000-00-00 00:00:00,1,2015-12-04 13:38:35,15
208,MALILI,MALILI,12,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-04 13:27:13,1
209,AWERANGU/BARRU,AWERANGU/BARRU,12,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-04 13:27:28,1
210,BULUKUMBA,BULUKUMBA,12,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-04 13:28:25,1
211,JENEPONTO,JENEPONTO,12,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-04 13:28:22,1
212,SELAYAR,SELAYAR,12,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-04 13:28:17,1
213,Pulau Jampea - Selayar,Pulau Jampea - Selayar,12,2,-7.07909500,120.75396700,0,0000-00-00 00:00:00,1,2015-12-04 13:28:14,1
214,SINJAI,SINJAI,12,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2015-12-04 13:28:08,1
215,Bajoe - Bone,Bajoe - Bone,12,3,-4.54939200,120.38596800,1,0000-00-00 00:00:00,1,2015-08-16 17:03:34,1
216,Balangsala'e - Siwa,Balangsala'e - Siwa,12,2,-3.68126655,120.43104702,0,0000-00-00 00:00:00,1,2015-12-04 13:27:48,1
217,Pattirobajo - Pattiro,Pattirobajo - Pattiro,12,2,-4.65825800,120.46552000,0,0000-00-00 00:00:00,1,2015-12-08 10:37:53,15
219,Biringkassi,Biringkassi,12,2,-4.81610460,119.49650816,1,0000-00-00 00:00:00,1,2018-02-13 12:02:24,15
224,Salakan - Banggai,Salakan - Banggai,14,2,-1.30611393,123.28925898,1,0000-00-00 00:00:00,1,2015-12-04 10:34:18,15
225,Kolondale,Kolondale,14,2,-1.98946273,121.34159894,1,0000-00-00 00:00:00,1,2016-04-30 08:05:23,15
227,ASDP Kendari,ASDP Kendari,14,3,-3.97242993,122.57921284,0,0000-00-00 00:00:00,1,2017-05-05 14:04:38,15
228,POMALA,POMALA,14,2,0.00000000,0.00000000,0,0000-00-00 00:00:00,1,2017-05-05 13:31:56,1
229,Raha,Raha,14,2,-4.84083214,122.73105567,1,0000-00-00 00:00:00,1,2016-04-30 08:11:00,15
